path,extension,category,size_bytes,sha256
AtlantesBE-main/AtlantesBE-main/lib/phpqrcode/CHANGELOG,(none),other,1223,d65d1224f7069c256e1b1a61f0080f6dc4eb86612c645cc3a6a19e287bb4abcb
AtlantesBE-main/AtlantesBE-main/lib/phpqrcode/index.php,.php,code,3579,ccd0a5ece760966402ac334cb29163330c62bd489a79e3c7e5522e2de54a1a97
AtlantesBE-main/AtlantesBE-main/lib/phpqrcode/INSTALL,(none),other,1975,914dac56b8674237ba113e5f7431008f3d57c978b8aa935e13642bebc286db4a
AtlantesBE-main/AtlantesBE-main/lib/phpqrcode/LICENSE,(none),other,7650,f3834b4a6b6e7c112207c84a11e87d4255bee0310b90338b5aaccd849fab1afb
AtlantesBE-main/AtlantesBE-main/lib/phpqrcode/phpqrcode.php,.php,code,118563,20e7231b044ac44a504316500193c9ca4a53bb12500f54c675f008e433c3270f
AtlantesBE-main/AtlantesBE-main/lib/phpqrcode/qrbitstream.php,.php,code,5206,7e1ecdcfc58f574dfeabdf8055c803fb24cc436fe33e40cb842acd543a59a407
AtlantesBE-main/AtlantesBE-main/lib/phpqrcode/qrconfig.php,.php,code,1430,c8e28eed3a0289279cefaa180e553a134595721ab7203003bc2b56f7c304569b
AtlantesBE-main/AtlantesBE-main/lib/phpqrcode/qrconst.php,.php,code,1708,33721bcf7c1e07bd23071c2fdcfcfaaa3bcdab57dfd044ee4b3b06d1c1ed2d13
AtlantesBE-main/AtlantesBE-main/lib/phpqrcode/qrencode.php,.php,code,17004,ea8918b9b5f03a86afa1d2611a025174f27d106976447186a7c285491cd4100a
AtlantesBE-main/AtlantesBE-main/lib/phpqrcode/qrimage.php,.php,code,3531,f02bdbdce007572177f2c37cf1885356e1615440c2fce87228c94fe64e649fc0
AtlantesBE-main/AtlantesBE-main/lib/phpqrcode/qrinput.php,.php,code,24075,1ba352f5608b98a1aecbf18b192a83a0811b493aa74de268c6fb37f421ad0293
AtlantesBE-main/AtlantesBE-main/lib/phpqrcode/qrlib.php,.php,code,1559,57126f0abb1b98043f8b028c6ec483b8d6a9f24946b48c91860bb0d329b3bd53
AtlantesBE-main/AtlantesBE-main/lib/phpqrcode/qrmask.php,.php,code,12256,15f29740ad3bdf17fdfa742dcae2b92bf5232bc6b6e390e6ec7d7699fef5fba3
AtlantesBE-main/AtlantesBE-main/lib/phpqrcode/qrrscode.php,.php,code,8276,21a3b82b15cacfda2247f708d24198d81f3773594546e4c85f5bc5b6a4286fab
AtlantesBE-main/AtlantesBE-main/lib/phpqrcode/qrspec.php,.php,code,26021,f8db612b5adcec1fd39a215a8874dfe5985a8436fbcdee22acd91c09939c8c6b
AtlantesBE-main/AtlantesBE-main/lib/phpqrcode/qrsplit.php,.php,code,11071,6e1ed8553deb880bf91ef0e8ab36dc7dacdf533f4932e896d4fae34a607a89f8
AtlantesBE-main/AtlantesBE-main/lib/phpqrcode/qrtools.php,.php,code,6161,7524be6600862ae7f5a1b43faac637875bfc876cdae16a352db03887df5fe37e
AtlantesBE-main/AtlantesBE-main/lib/phpqrcode/README,(none),other,1590,2f1b062a37715611447f6d6432ae992f2a06a10a63bb4c009b0ec8dddaa9937e
AtlantesBE-main/AtlantesBE-main/lib/phpqrcode/tools/merge.bat,.bat,other,21,385f976ee931541c512b3260f7d437cf89b61a1b5f118279bc28bdac8f84b258
AtlantesBE-main/AtlantesBE-main/lib/phpqrcode/tools/merge.php,.php,code,2535,e25beab2db2219a28d04bf1b821a9bf8e485d5a7f35d1c7c423ad650d2ec35b0
AtlantesBE-main/AtlantesBE-main/lib/phpqrcode/tools/merge.sh,.sh,other,25,99aec4dbfe15e53b144d42a20f96a77266f8e233a028c8a0ce6bca0fce9ea748
AtlantesBE-main/AtlantesBE-main/lib/phpqrcode/tools/merged_config.php,.php,code,1268,6d2c600b9a5369dec727099f29c763b177e73380a6d21cb1a388668be1aed7d7
AtlantesBE-main/AtlantesBE-main/lib/phpqrcode/tools/merged_header.php,.php,code,1366,66dffd8c9ebbe9ce42af74ff35f411c9f38c7a97c2785e3e890e2d659dd90744
AtlantesBE-main/AtlantesBE-main/lib/phpqrcode/VERSION,(none),other,16,fdf90f98bdc9a4496602fadba2dd3531d5d142b8506983cf0a75b2343260b20d
AtlantesBE-main/AtlantesBE-main/lib/piramide-uploader/example.php,.php,code,879,0493a7d28a2218c08792be68ebb704d9ae0f876146d24085d5fac62a5006e86c
AtlantesBE-main/AtlantesBE-main/lib/piramide-uploader/PiramideUploader.php,.php,code,2116,5337df67b55c23fef3b15fedee16d7d5d900364d678712aead54ab22725c9807
AtlantesBE-main/AtlantesBE-main/lib/piramide-uploader/README.md,.md,document,63,f280c33581b839c19429f0507827e3e059d0dc176f335f956b3a1f0970bf6a54
AtlantesBE-main/AtlantesBE-main/openspec/changes/agregar-guia-remision-salida-ate-gas/design.md,.md,document,7286,cf2535e6fcbfb2755c602c539e7e1d6053d8c6c39685195f67f894060ad5307c
AtlantesBE-main/AtlantesBE-main/openspec/changes/agregar-guia-remision-salida-ate-gas/proposal.md,.md,document,2521,45925cd6dce9be97991778898bedb3d9f09fc9e8a2b780099d892125eea230ac
AtlantesBE-main/AtlantesBE-main/openspec/changes/agregar-guia-remision-salida-ate-gas/specs/ate-gas-salidas-api/spec.md,.md,document,6408,f41e97ec066caed2649ee5a2d54eb4c542be590bd06de4793a8dabd456e1016e
AtlantesBE-main/AtlantesBE-main/openspec/changes/agregar-guia-remision-salida-ate-gas/tasks.md,.md,document,4164,c6ac79b77ceb80fb158f0cc2810085bfbe3c80fbffa0c876912d34f58194c82d
AtlantesBE-main/AtlantesBE-main/openspec/changes/migrate-ate-gas-images-to-azure-blob/design.md,.md,document,8287,ee403f9ddf92bf6b2eadf6078139067db1b7b4fadca0a37a1df2ff06d6a5265a
AtlantesBE-main/AtlantesBE-main/openspec/changes/migrate-ate-gas-images-to-azure-blob/proposal.md,.md,document,3543,49d8f989fddfcf176836a904ec97f7314dad1d1067248768df83f94dcbcdd015
AtlantesBE-main/AtlantesBE-main/openspec/changes/migrate-ate-gas-images-to-azure-blob/specs/ate-gas-images/spec.md,.md,document,4781,b728d0a0052bf28a9224d78a90669a8a0597431f9e6bc7b8b63499d000caa496
AtlantesBE-main/AtlantesBE-main/openspec/changes/migrate-ate-gas-images-to-azure-blob/tasks.md,.md,document,5035,c5e6222000d03a6a1fa0a70b4512197543f5c2d83252cfe5b78e7e9e1df4a2fc
AtlantesBE-main/AtlantesBE-main/openspec/changes/migrate-slim2-to-slim4/design.md,.md,document,2258,35304aaf134046214a7f4a4ff89df007136a829ee3314d1d9927335ae5b052ee
AtlantesBE-main/AtlantesBE-main/openspec/changes/migrate-slim2-to-slim4/proposal.md,.md,document,1359,a81c99f517d966d0b4a001126f826c3c563b15a4762e2bfd617213c26341a793
AtlantesBE-main/AtlantesBE-main/openspec/changes/migrate-slim2-to-slim4/slim2-inventory.md,.md,document,340622,3ffea91a55e6de2d1e94aa5341d5dc8770b9bbbda96932c8f130793d039dbaee
AtlantesBE-main/AtlantesBE-main/openspec/changes/migrate-slim2-to-slim4/specs/api-runtime/spec.md,.md,document,2019,0abdface0d9ff2aa645c8fcf92080169bb18decd55441c0c6fb0ab63fab6aab2
AtlantesBE-main/AtlantesBE-main/openspec/changes/migrate-slim2-to-slim4/tasks.md,.md,document,1805,cf5c5db7cef73733d07b705e7afd469a63ae233df6181e3f29f59be15eb3987d
AtlantesBE-main/AtlantesBE-main/openspec/changes/unificar-zonas-horarias-por-ciudad/design.md,.md,document,5064,d6759d844e4a8c31c6cbc6988855c41aa882bbd4756d94398a1019d1cb094f55
AtlantesBE-main/AtlantesBE-main/openspec/changes/unificar-zonas-horarias-por-ciudad/proposal.md,.md,document,2325,28abd194e3832cb05a04824fb0bc156e7b8a961cb0571ab8f35c7273053d9813
AtlantesBE-main/AtlantesBE-main/openspec/changes/unificar-zonas-horarias-por-ciudad/specs/fecha-hora/spec.md,.md,document,3043,7ca3a8ec033ca5871caaef25736b629486e6aa3504ee014d8564ca569f5bd94d
AtlantesBE-main/AtlantesBE-main/openspec/changes/unificar-zonas-horarias-por-ciudad/tasks.md,.md,document,2035,ac7c2dc7f3e6cc00e186f452f024e8eb886a68da7f4de95a2dd3f9bd1e203cad
AtlantesBE-main/AtlantesBE-main/phpunit.xml,.xml,code,1607,91b18b58dc209be3deb3c979745e601b54b67f658540a5d53d33afea37833e77
AtlantesBE-main/AtlantesBE-main/public/.htaccess,(none),other,172,00a2f6bbca4ed20a22dffa15f9cebf31a22f3ec3730d26c9f3d36b1f816ad40e
AtlantesBE-main/AtlantesBE-main/public/index.php,.php,code,48,5a29f25f9d1369cd517acdcc96885b738c48488b898a8734ae846bb1830184a6
AtlantesBE-main/AtlantesBE-main/scripts/strip-phpunit-eager-load.php,.php,code,2167,ceeeac634d9b3aecd904ee5a38f814273c492eb6e1636dbf4d38b8cdfc33a755
AtlantesBE-main/AtlantesBE-main/tests/bootstrap.php,.php,code,1122,3121aa466c895d08c582a3eee9043450cbb7afa134288397caf685e5e232f53d
AtlantesBE-main/AtlantesBE-main/tests/E2E/AteGasImagesE2ETest.php,.php,code,13710,d99e170d6fc6d6e0b5d9951c5642eacd88950cec2041b1f0c040422483bcafe7
AtlantesBE-main/AtlantesBE-main/tests/E2E/HttpTestCase.php,.php,code,3579,130dd73d48cfd96e344e6c1b4e9defba79f822ff1145caec72dd5b5c3a55d674
AtlantesBE-main/AtlantesBE-main/tests/E2E/SmokeSuiteTest.php,.php,code,5187,5bce9378827df73b8547556c93459a02aa613af8d2ca13a030191e11fa4e680a
AtlantesBE-main/AtlantesBE-main/tests/Unit/BlobStorageServiceTest.php,.php,code,14636,5f9f03ef76eadfff258d1a26b54014ea4cf0a724bc40df26429036f997f428d4
AtlantesFE-main/AtlantesFE-main/.browserslistrc,(none),other,703,7a0343209994019f023d7597bcf49ea3348cc1b739ee661fd084df253ec60dca
AtlantesFE-main/AtlantesFE-main/.editorconfig,(none),other,274,08fe692cae5731d5ff601317e427ce338b9879472552ad1c9e41e8146a99d9d8
AtlantesFE-main/AtlantesFE-main/.gitignore,(none),other,691,711353fcc4d2724c9d884bfb76d8ef599682e2557effc83c1bcf7a81cffb2079
AtlantesFE-main/AtlantesFE-main/angular.json,.json,code,4122,418c1d0780c5c54d159d28277eece19f5e9d7e5c126c9da043a6fc509ac545f3
AtlantesFE-main/AtlantesFE-main/karma.conf.js,.js,code,1425,4a2511949314f27d6c60a4b1a30fba14f36e7d0325e80df3c2de0aa9a2d91f1b
AtlantesFE-main/AtlantesFE-main/openspec/changes/agregar-captura-fotos-control-produccion/design.md,.md,document,8220,cf22c38b79c4cedccccd7b83688f93e103d0702271b756c73080f8746adb3bf8
AtlantesFE-main/AtlantesFE-main/openspec/changes/agregar-captura-fotos-control-produccion/proposal.md,.md,document,3901,171e876e707934422eca8fb6f510c97064dd88c9dfec4aa01d04e47f0b3694f1
AtlantesFE-main/AtlantesFE-main/openspec/changes/agregar-captura-fotos-control-produccion/specs/control-produccion-inventario-visual/spec.md,.md,document,6658,0a6c2809209ade64ff9a66766e7b2e682b5371f7101102858df51d25d8e12cc0
AtlantesFE-main/AtlantesFE-main/openspec/changes/agregar-captura-fotos-control-produccion/tasks.md,.md,document,5525,1b872d23580b6212572adb0bd764f5e04a508de9a48b515bf2becee63c6df51c
AtlantesFE-main/AtlantesFE-main/openspec/changes/agregar-guia-remision-salida-ate-gas/design.md,.md,document,8420,2b9762c0c982a28641cc8ee6e80296a36b9742a10eef56957f148aa33a82d311
AtlantesFE-main/AtlantesFE-main/openspec/changes/agregar-guia-remision-salida-ate-gas/proposal.md,.md,document,4506,4d939bb998d9ba5425c7db72f60dd3e056ad1b5602546adf0613be073b248901
AtlantesFE-main/AtlantesFE-main/openspec/changes/agregar-guia-remision-salida-ate-gas/specs/ate-gas-salidas-ui/spec.md,.md,document,10500,06cd796c6882bee1ff28cc065b93da6c0c167874ee6f6c478d0cb7b02615fcdd
AtlantesFE-main/AtlantesFE-main/openspec/changes/agregar-guia-remision-salida-ate-gas/tasks.md,.md,document,4967,b94042cd7ff8a45bae4f0cc31ea9f500547493b64918275f7ae06537ffbe1d8b
AtlantesFE-main/AtlantesFE-main/openspec/changes/agregar-reportes-ate-gas-conversion/design.md,.md,document,4529,a4e3be193fc06352fc3ac6bc6c9d8d78c4ec537ee7726a1d1b75f6539068d526
AtlantesFE-main/AtlantesFE-main/openspec/changes/agregar-reportes-ate-gas-conversion/proposal.md,.md,document,2051,fe8b4f4425f4a6fb87ab07bcd433333ea5b976bbc55ff71a095c1a59bd7f6520
AtlantesFE-main/AtlantesFE-main/openspec/changes/agregar-reportes-ate-gas-conversion/specs/reportes-ate-gas-ui/spec.md,.md,document,3669,2311f6556c86927e95c35c067a5bf0e9d5c29cff8208954c4e15b1213f199d30
AtlantesFE-main/AtlantesFE-main/openspec/changes/agregar-reportes-ate-gas-conversion/tasks.md,.md,document,2936,1c96ccae85c2b4ba0a2a2d406fbeb98184458409b3d7b394f7674d4c6f6499d6
AtlantesFE-main/AtlantesFE-main/openspec/changes/unificar-zonas-horarias-por-ciudad/design.md,.md,document,3191,3cc77899e3e6858304d0a17f235e7dfa7675ab30fba5624b6534f77c920d6aeb
AtlantesFE-main/AtlantesFE-main/openspec/changes/unificar-zonas-horarias-por-ciudad/proposal.md,.md,document,1556,5a5cdad5e001c5fdfccb4ef0b0dd08cf02615358b5a0ac42b6c2b9b169e67fdc
AtlantesFE-main/AtlantesFE-main/openspec/changes/unificar-zonas-horarias-por-ciudad/specs/fecha-hora-ui/spec.md,.md,document,2000,d558797842acb0a6319cebd57ebed4842020ee2c3b19c85563055c46f2a2dcaf
AtlantesFE-main/AtlantesFE-main/openspec/changes/unificar-zonas-horarias-por-ciudad/tasks.md,.md,document,1400,4531654f88af5208e8b0f377b7b34d67c539114cfb5c64276ea92204d3fdbe22
AtlantesFE-main/AtlantesFE-main/package-lock.json,.json,code,1040412,3ea3d8fc86a3e37c87a0b3641fdc0a54b3a1577af0afcf3922471cc40d5d1e0e
AtlantesFE-main/AtlantesFE-main/package.json,.json,code,1822,b14bd1e3ca82c7a3ce27694debf31ebbf5f8e2e9b83683c40f41aefb905cff57
AtlantesFE-main/AtlantesFE-main/README.md,.md,document,1054,8f9a6007cd417ee1b6479ace348dd87f494ae49be94aaf65f6096d40eea7165c
AtlantesFE-main/AtlantesFE-main/src/app/agentes-carga/agentes-carga.component.css,.css,code,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
AtlantesFE-main/AtlantesFE-main/src/app/agentes-carga/agentes-carga.component.html,.html,code,17830,806919565b2ac615dada64fd7f59d26a42a5407344114bbf86288b33b444749b
AtlantesFE-main/AtlantesFE-main/src/app/agentes-carga/agentes-carga.component.ts,.ts,code,9481,a8ab1441eb74332ee37d39e402465a65464bb97483cfff92a59198904a83bcb9
AtlantesFE-main/AtlantesFE-main/src/app/almacenes-detalle/almacenes-detalle.component.css,.css,code,125,44e61c6a274025face83810e75d8c1ea18d6dfdad2d50c6fc2f78ea373bd68d0
AtlantesFE-main/AtlantesFE-main/src/app/almacenes-detalle/almacenes-detalle.component.html,.html,code,6389,9e7d9548cf3c0d951548516e8b41f824339ca28f72bd6834b4880c907bd03db6
AtlantesFE-main/AtlantesFE-main/src/app/almacenes-detalle/almacenes-detalle.component.ts,.ts,code,5503,f06d84054e98c0cb4f71c1987f6165638ab2673ee2afb3aecccfdc10e229d6c6
AtlantesFE-main/AtlantesFE-main/src/app/almacenes/almacenes.component.css,.css,code,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
AtlantesFE-main/AtlantesFE-main/src/app/almacenes/almacenes.component.html,.html,code,6532,4ee9f36d361ba3a7b6b8ede734826b540b3fd422758145c0914f8cbf044604ec
AtlantesFE-main/AtlantesFE-main/src/app/almacenes/almacenes.component.ts,.ts,code,2142,91ab8d57de763453a7a016327b359159b6ce7abdfa399eb28d828289d833ecde
AtlantesFE-main/AtlantesFE-main/src/app/app-routing.module.ts,.ts,code,245,205a2a5df9540a7aee283b1e5a9e2c2cc0c374269d281d84b35999ff785fbc2d
AtlantesFE-main/AtlantesFE-main/src/app/app.component.css,.css,code,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
AtlantesFE-main/AtlantesFE-main/src/app/app.component.html,.html,code,2915,c4bb7a7394036029eef80708c3f90e429ce6168910983b2afeff54d0bafb8063
AtlantesFE-main/AtlantesFE-main/src/app/app.component.ts,.ts,code,404,d25d0a6e6752ee395cdedecb70424ae9c5f3ae360285769c8dd7d5d97059a950
AtlantesFE-main/AtlantesFE-main/src/app/app.module.ts,.ts,code,17266,b866deacfc45fb8a95f34726b965ae4a6b02f853b637bf0dae500d64be6e71e1
AtlantesFE-main/AtlantesFE-main/src/app/app.routing.ts,.ts,code,17323,5adefae26410dc38672e3b71ec9f0caed6ff9e9c1af7c58680f1dc01ac9c904d
AtlantesFE-main/AtlantesFE-main/src/app/asignacion-trabajo/asignacion-trabajo.component.css,.css,code,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
AtlantesFE-main/AtlantesFE-main/src/app/asignacion-trabajo/asignacion-trabajo.component.html,.html,code,10883,e07eb1997f1a6818e2b3da5062acb8f4a374dbb9980f22080472dea79ad513ca
AtlantesFE-main/AtlantesFE-main/src/app/asignacion-trabajo/asignacion-trabajo.component.ts,.ts,code,12333,6e29f6e26746c08352c83b9151033e6716614bc1f6ad990c8d8a3a3af82ed2b9
AtlantesFE-main/AtlantesFE-main/src/app/ate-gas-salidas/ate-gas-salidas.component.css,.css,code,2047,7f57edf596536f88db29e8f7e44b35fad7e8fb936547d75644fa392f89473911
